CFHEPS Amount,ZIP,month,Timely Issuance,Agency Action 
"$2,066",11355,9/1/2024,Timely,N/A
"$1,980",11355,9/1/2024,Timely,N/A
"$1,976",11355,9/1/2024,Timely,N/A
"$1,967",11355,9/1/2024,Timely,N/A
"$1,960",11355,9/1/2024,Timely,N/A
"$1,941",11355,9/1/2024,Timely,N/A
"$1,920",11355,9/1/2024,Timely,N/A
"$1,900",11355,9/1/2024,Timely,N/A
"$1,893",11355,9/1/2024,Timely,N/A
"$1,891",11355,9/1/2024,Timely,N/A
"$1,885",11355,9/1/2024,Timely,N/A
"$1,880",11355,9/1/2024,Timely,N/A
"$1,880",11355,9/1/2024,Timely,N/A
"$1,880",11355,9/1/2024,Timely,N/A
"$1,835",11355,9/1/2024,Timely,N/A
"$1,828",11355,9/1/2024,Timely,N/A
"$1,817",11355,9/1/2024,Timely,N/A
"$1,812",11355,9/1/2024,Timely,N/A
"$1,801",11355,9/1/2024,Timely,N/A
"$1,770",11355,9/1/2024,Timely,N/A
"$1,765",11355,9/1/2024,Timely,N/A
"$1,750",11355,9/1/2024,Timely,N/A
"$1,737",11355,9/1/2024,Timely,N/A
"$1,698",11355,9/1/2024,Timely,N/A
"$1,687",11355,9/1/2024,Timely,N/A
"$1,680",11355,9/1/2024,Timely,N/A
"$1,680",11355,9/1/2024,Timely,N/A
"$1,680",11355,9/1/2024,Timely,N/A
"$1,678",11355,9/1/2024,Timely,N/A
"$1,660",11355,9/1/2024,Timely,N/A
"$1,659",11355,9/1/2024,Timely,N/A
"$1,620",11355,9/1/2024,Timely,N/A
"$1,594",11355,9/1/2024,Timely,N/A
"$1,567",11355,9/1/2024,Timely,N/A
"$1,550",11355,9/1/2024,Timely,N/A
"$1,546",11355,9/1/2024,Timely,N/A
"$1,535",11355,9/1/2024,Timely,N/A
"$1,528",11355,9/1/2024,Timely,N/A
"$1,525",11355,9/1/2024,Timely,N/A
"$1,523",11355,9/1/2024,Timely,N/A
"$1,517",11355,9/1/2024,Timely,N/A
"$1,505",11355,9/1/2024,Timely,N/A
"$1,502",11355,9/1/2024,Timely,N/A
"$1,485",11355,9/1/2024,Timely,N/A
"$1,470",11355,9/1/2024,Timely,N/A
"$1,446",11355,9/1/2024,Timely,N/A
"$1,442",11355,9/1/2024,Timely,N/A
"$1,435",11355,9/1/2024,Timely,N/A
"$1,397",11355,9/1/2024,Timely,N/A
"$1,388",11355,9/1/2024,Timely,N/A
"$1,379",11355,9/1/2024,Timely,N/A
"$1,362",11355,9/1/2024,Timely,N/A
"$1,360",11355,9/1/2024,Timely,N/A
"$1,346",11355,9/1/2024,Timely,N/A
"$1,334",11355,9/1/2024,Timely,N/A
"$1,332",11355,9/1/2024,Timely,N/A
"$1,312",11355,9/1/2024,Timely,N/A
"$1,272",11355,9/1/2024,Timely,N/A
"$1,250",11355,9/1/2024,Timely,N/A
"$1,235",11355,9/1/2024,Timely,N/A
"$1,210",11355,9/1/2024,Timely,N/A
"$1,210",11355,9/1/2024,Timely,N/A
"$1,189",11355,9/1/2024,Timely,N/A
"$1,127",11355,9/1/2024,Timely,N/A
"$1,125",11355,9/1/2024,Timely,N/A
"$1,105",11355,9/1/2024,Timely,N/A
$998,11355,9/1/2024,Timely,N/A
$988,11355,9/1/2024,Timely,N/A
$988,11355,9/1/2024,Timely,N/A
$982,11355,9/1/2024,Timely,N/A
$975,11355,9/1/2024,Timely,N/A
$967,11355,9/1/2024,Timely,N/A
$959,11355,9/1/2024,Timely,N/A
$959,11355,9/1/2024,Timely,N/A
$959,11355,9/1/2024,Timely,N/A
$938,11355,9/1/2024,Timely,N/A
$923,11355,9/1/2024,Timely,N/A
$910,11355,9/1/2024,Timely,N/A
$872,11355,9/1/2024,Timely,N/A
$867,11355,9/1/2024,Timely,N/A
$864,11355,9/1/2024,Timely,N/A
$860,11355,9/1/2024,Timely,N/A
$828,11355,9/1/2024,Timely,N/A
$825,11355,9/1/2024,Timely,N/A
$821,11355,9/1/2024,Timely,N/A
$812,11355,9/1/2024,Timely,N/A
$750,11355,9/1/2024,Timely,N/A
$750,11355,9/1/2024,Timely,N/A
$739,11355,9/1/2024,Timely,N/A
$732,11355,9/1/2024,Timely,N/A
$702,11355,9/1/2024,Timely,N/A
$648,11355,9/1/2024,Timely,N/A
$639,11355,9/1/2024,Timely,N/A
$464,11355,9/1/2024,Timely,N/A
$347,11355,9/1/2024,Timely,N/A
"$2,603",11356,9/1/2024,Timely,N/A
"$2,362",11356,9/1/2024,Timely,N/A
"$2,322",11356,9/1/2024,Timely,N/A
"$2,275",11356,9/1/2024,Timely,N/A
"$2,050",11356,9/1/2024,Timely,N/A
"$1,985",11356,9/1/2024,Timely,N/A
"$1,650",11356,9/1/2024,Timely,N/A
"$1,617",11356,9/1/2024,Timely,N/A
"$1,530",11356,9/1/2024,Timely,N/A
"$1,473",11356,9/1/2024,Timely,N/A
"$1,180",11356,9/1/2024,Timely,N/A
$965,11356,9/1/2024,Timely,N/A
$956,11356,9/1/2024,Timely,N/A
$931,11356,9/1/2024,Timely,N/A
$903,11356,9/1/2024,Timely,N/A
$704,11356,9/1/2024,Timely,N/A
$299,11356,9/1/2024,Timely,N/A
"$2,606",11357,9/1/2024,Timely,N/A
"$1,324",11357,9/1/2024,Timely,N/A
"$1,262",11357,9/1/2024,Timely,N/A
"$1,095",11357,9/1/2024,Timely,N/A
$356,11357,9/1/2024,Timely,N/A
"$2,950",11358,9/1/2024,Timely,N/A
"$2,501",11358,9/1/2024,Timely,N/A
"$2,312",11358,9/1/2024,Timely,N/A
"$2,296",11358,9/1/2024,Timely,N/A
"$2,105",11358,9/1/2024,Timely,N/A
"$2,087",11358,9/1/2024,Timely,N/A
"$2,072",11358,9/1/2024,Timely,N/A
"$2,045",11358,9/1/2024,Timely,N/A
"$2,020",11358,9/1/2024,Timely,N/A
"$2,012",11358,9/1/2024,Timely,N/A
"$2,003",11358,9/1/2024,Timely,N/A
"$1,898",11358,9/1/2024,Timely,N/A
"$1,860",11358,9/1/2024,Timely,N/A
"$1,730",11358,9/1/2024,Timely,N/A
"$1,539",11358,9/1/2024,Timely,N/A
"$1,000",11358,9/1/2024,Timely,N/A
$898,11358,9/1/2024,Timely,N/A
$835,11358,9/1/2024,Timely,N/A
$747,11358,9/1/2024,Timely,N/A
$301,11358,9/1/2024,Timely,N/A
"$3,048",11360,9/1/2024,Timely,N/A
"$2,317",11360,9/1/2024,Timely,N/A
"$1,887",11360,9/1/2024,Timely,N/A
"$2,586",11361,9/1/2024,Timely,N/A
"$2,200",11361,9/1/2024,Timely,N/A
"$1,885",11361,9/1/2024,Timely,N/A
"$1,251",11361,9/1/2024,Timely,N/A
"$1,140",11361,9/1/2024,Timely,N/A
$915,11361,9/1/2024,Timely,N/A
$750,11361,9/1/2024,Timely,N/A
"$2,010",11362,9/1/2024,Timely,N/A
"$1,980",11362,9/1/2024,Timely,N/A
"$1,343",11362,9/1/2024,Timely,N/A
$935,11362,9/1/2024,Timely,N/A
"$1,227",11363,9/1/2024,Timely,N/A
"$1,859",11364,9/1/2024,Timely,N/A
"$1,368",11364,9/1/2024,Timely,N/A
$950,11364,9/1/2024,Timely,N/A
$849,11364,9/1/2024,Timely,N/A
$677,11364,9/1/2024,Timely,N/A
"$2,963",11365,9/1/2024,Timely,N/A
"$2,369",11365,9/1/2024,Timely,N/A
"$2,301",11365,9/1/2024,Timely,N/A
"$2,253",11365,9/1/2024,Timely,N/A
"$2,102",11365,9/1/2024,Timely,N/A
"$2,100",11365,9/1/2024,Timely,N/A
"$2,095",11365,9/1/2024,Timely,N/A
"$1,955",11365,9/1/2024,Timely,N/A
"$1,775",11365,9/1/2024,Timely,N/A
"$1,588",11365,9/1/2024,Timely,N/A
"$1,441",11365,9/1/2024,Timely,N/A
"$1,398",11365,9/1/2024,Timely,N/A
"$1,386",11365,9/1/2024,Timely,N/A
"$1,214",11365,9/1/2024,Timely,N/A
"$1,156",11365,9/1/2024,Timely,N/A
"$1,136",11365,9/1/2024,Timely,N/A
"$1,039",11365,9/1/2024,Timely,N/A
$895,11365,9/1/2024,Timely,N/A
$851,11365,9/1/2024,Timely,N/A
$648,11365,9/1/2024,Timely,N/A
$542,11365,9/1/2024,Timely,N/A
"$2,499",11366,9/1/2024,Timely,N/A
"$1,911",11366,9/1/2024,Timely,N/A
"$1,541",11366,9/1/2024,Timely,N/A
"$1,130",11366,9/1/2024,Timely,N/A
"$3,433",11367,9/1/2024,Timely,N/A
"$2,627",11367,9/1/2024,Timely,N/A
"$2,485",11367,9/1/2024,Timely,N/A
"$2,359",11367,9/1/2024,Timely,N/A
"$2,312",11367,9/1/2024,Timely,N/A
"$2,172",11367,9/1/2024,Timely,N/A
"$2,035",11367,9/1/2024,Timely,N/A
"$1,909",11367,9/1/2024,Timely,N/A
"$1,862",11367,9/1/2024,Timely,N/A
"$1,851",11367,9/1/2024,Timely,N/A
"$1,710",11367,9/1/2024,Timely,N/A
"$1,642",11367,9/1/2024,Timely,N/A
"$1,463",11367,9/1/2024,Timely,N/A
"$1,425",11367,9/1/2024,Timely,N/A
"$1,381",11367,9/1/2024,Timely,N/A
"$1,350",11367,9/1/2024,Timely,N/A
"$1,205",11367,9/1/2024,Timely,N/A
"$1,180",11367,9/1/2024,Timely,N/A
"$1,123",11367,9/1/2024,Timely,N/A
"$1,117",11367,9/1/2024,Timely,N/A
$930,11367,9/1/2024,Timely,N/A
$916,11367,9/1/2024,Timely,N/A
$687,11367,9/1/2024,Timely,N/A
$621,11367,9/1/2024,Timely,N/A
$586,11367,9/1/2024,Timely,N/A
$554,11367,9/1/2024,Timely,N/A
$344,11367,9/1/2024,Timely,N/A
"$2,764",11368,9/1/2024,Timely,N/A
"$2,699",11368,9/1/2024,Timely,N/A
"$2,550",11368,9/1/2024,Timely,N/A
"$2,549",11368,9/1/2024,Timely,N/A
"$2,451",11368,9/1/2024,Timely,N/A
"$2,388",11368,9/1/2024,Timely,N/A
"$2,365",11368,9/1/2024,Timely,N/A
"$2,307",11368,9/1/2024,Timely,N/A
"$2,270",11368,9/1/2024,Timely,N/A
"$2,175",11368,9/1/2024,Timely,N/A
"$2,167",11368,9/1/2024,Timely,N/A
"$2,155",11368,9/1/2024,Timely,N/A
"$2,137",11368,9/1/2024,Timely,N/A
"$2,127",11368,9/1/2024,Timely,N/A
"$2,079",11368,9/1/2024,Timely,N/A
"$2,065",11368,9/1/2024,Timely,N/A
"$2,063",11368,9/1/2024,Timely,N/A
"$2,051",11368,9/1/2024,Timely,N/A
"$2,047",11368,9/1/2024,Timely,N/A
"$2,043",11368,9/1/2024,Timely,N/A
"$2,036",11368,9/1/2024,Timely,N/A
"$2,035",11368,9/1/2024,Timely,N/A
"$2,034",11368,9/1/2024,Timely,N/A
"$2,006",11368,9/1/2024,Timely,N/A
"$2,002",11368,9/1/2024,Timely,N/A
"$1,992",11368,9/1/2024,Timely,N/A
"$1,992",11368,9/1/2024,Timely,N/A
"$1,990",11368,9/1/2024,Timely,N/A
"$1,987",11368,9/1/2024,Timely,N/A
"$1,985",11368,9/1/2024,Timely,N/A
"$1,950",11368,9/1/2024,Timely,N/A
"$1,938",11368,9/1/2024,Timely,N/A
"$1,934",11368,9/1/2024,Timely,N/A
"$1,923",11368,9/1/2024,Timely,N/A
"$1,917",11368,9/1/2024,Timely,N/A
"$1,904",11368,9/1/2024,Timely,N/A
"$1,877",11368,9/1/2024,Timely,N/A
"$1,874",11368,9/1/2024,Timely,N/A
"$1,867",11368,9/1/2024,Timely,N/A
"$1,856",11368,9/1/2024,Timely,N/A
"$1,855",11368,9/1/2024,Timely,N/A
"$1,848",11368,9/1/2024,Timely,N/A
"$1,846",11368,9/1/2024,Timely,N/A
"$1,841",11368,9/1/2024,Timely,N/A
"$1,834",11368,9/1/2024,Timely,N/A
"$1,828",11368,9/1/2024,Timely,N/A
"$1,825",11368,9/1/2024,Timely,N/A
"$1,825",11368,9/1/2024,Timely,N/A
"$1,818",11368,9/1/2024,Timely,N/A
"$1,810",11368,9/1/2024,Timely,N/A
"$1,810",11368,9/1/2024,Timely,N/A
"$1,810",11368,9/1/2024,Timely,N/A
"$1,804",11368,9/1/2024,Timely,N/A
"$1,802",11368,9/1/2024,Timely,N/A
"$1,792",11368,9/1/2024,Timely,N/A
"$1,788",11368,9/1/2024,Timely,N/A
"$1,782",11368,9/1/2024,Timely,N/A
"$1,775",11368,9/1/2024,Timely,N/A
"$1,760",11368,9/1/2024,Timely,N/A
"$1,743",11368,9/1/2024,Timely,N/A
"$1,739",11368,9/1/2024,Timely,N/A
"$1,738",11368,9/1/2024,Timely,N/A
"$1,732",11368,9/1/2024,Timely,N/A
"$1,732",11368,9/1/2024,Timely,N/A
"$1,726",11368,9/1/2024,Timely,N/A
"$1,726",11368,9/1/2024,Timely,N/A
"$1,718",11368,9/1/2024,Timely,N/A
"$1,714",11368,9/1/2024,Timely,N/A
"$1,707",11368,9/1/2024,Timely,N/A
"$1,704",11368,9/1/2024,Timely,N/A
"$1,702",11368,9/1/2024,Timely,N/A
"$1,696",11368,9/1/2024,Timely,N/A
"$1,691",11368,9/1/2024,Timely,N/A
"$1,684",11368,9/1/2024,Timely,N/A
"$1,661",11368,9/1/2024,Timely,N/A
"$1,659",11368,9/1/2024,Timely,N/A
"$1,645",11368,9/1/2024,Timely,N/A
"$1,645",11368,9/1/2024,Timely,N/A
"$1,643",11368,9/1/2024,Timely,N/A
"$1,639",11368,9/1/2024,Timely,N/A
"$1,631",11368,9/1/2024,Timely,N/A
"$1,628",11368,9/1/2024,Timely,N/A
"$1,626",11368,9/1/2024,Timely,N/A
"$1,624",11368,9/1/2024,Timely,N/A
"$1,619",11368,9/1/2024,Timely,N/A
"$1,618",11368,9/1/2024,Timely,N/A
"$1,613",11368,9/1/2024,Timely,N/A
"$1,599",11368,9/1/2024,Timely,N/A
"$1,598",11368,9/1/2024,Timely,N/A
"$1,592",11368,9/1/2024,Timely,N/A
"$1,583",11368,9/1/2024,Timely,N/A
"$1,582",11368,9/1/2024,Timely,N/A
"$1,578",11368,9/1/2024,Timely,N/A
"$1,574",11368,9/1/2024,Timely,N/A
"$1,573",11368,9/1/2024,Timely,N/A
"$1,573",11368,9/1/2024,Timely,N/A
"$1,571",11368,9/1/2024,Timely,N/A
"$1,564",11368,9/1/2024,Timely,N/A
"$1,563",11368,9/1/2024,Timely,N/A
"$1,554",11368,9/1/2024,Timely,N/A
"$1,547",11368,9/1/2024,Timely,N/A
"$1,537",11368,9/1/2024,Timely,N/A
"$1,537",11368,9/1/2024,Timely,N/A
"$1,533",11368,9/1/2024,Timely,N/A
"$1,532",11368,9/1/2024,Timely,N/A
"$1,532",11368,9/1/2024,Timely,N/A
"$1,531",11368,9/1/2024,Timely,N/A
"$1,530",11368,9/1/2024,Timely,N/A
"$1,525",11368,9/1/2024,Timely,N/A
"$1,525",11368,9/1/2024,Timely,N/A
"$1,521",11368,9/1/2024,Timely,N/A
"$1,516",11368,9/1/2024,Timely,N/A
"$1,515",11368,9/1/2024,Timely,N/A
"$1,511",11368,9/1/2024,Timely,N/A
"$1,510",11368,9/1/2024,Timely,N/A
"$1,509",11368,9/1/2024,Timely,N/A
"$1,508",11368,9/1/2024,Timely,N/A
"$1,508",11368,9/1/2024,Timely,N/A
"$1,504",11368,9/1/2024,Timely,N/A
"$1,502",11368,9/1/2024,Timely,N/A
"$1,499",11368,9/1/2024,Timely,N/A
"$1,494",11368,9/1/2024,Timely,N/A
"$1,488",11368,9/1/2024,Timely,N/A
"$1,478",11368,9/1/2024,Timely,N/A
"$1,467",11368,9/1/2024,Timely,N/A
"$1,463",11368,9/1/2024,Timely,N/A
"$1,462",11368,9/1/2024,Timely,N/A
"$1,459",11368,9/1/2024,Timely,N/A
"$1,459",11368,9/1/2024,Timely,N/A
"$1,449",11368,9/1/2024,Timely,N/A
"$1,446",11368,9/1/2024,Timely,N/A
"$1,446",11368,9/1/2024,Timely,N/A
"$1,436",11368,9/1/2024,Timely,N/A
"$1,433",11368,9/1/2024,Timely,N/A
"$1,422",11368,9/1/2024,Timely,N/A
"$1,413",11368,9/1/2024,Timely,N/A
"$1,407",11368,9/1/2024,Timely,N/A
"$1,401",11368,9/1/2024,Timely,N/A
"$1,398",11368,9/1/2024,Timely,N/A
"$1,396",11368,9/1/2024,Timely,N/A
"$1,388",11368,9/1/2024,Timely,N/A
"$1,385",11368,9/1/2024,Timely,N/A
"$1,364",11368,9/1/2024,Timely,N/A
"$1,356",11368,9/1/2024,Timely,N/A
"$1,355",11368,9/1/2024,Timely,N/A
"$1,351",11368,9/1/2024,Timely,N/A
"$1,348",11368,9/1/2024,Timely,N/A
"$1,328",11368,9/1/2024,Timely,N/A
"$1,324",11368,9/1/2024,Timely,N/A
"$1,315",11368,9/1/2024,Timely,N/A
"$1,300",11368,9/1/2024,Timely,N/A
"$1,294",11368,9/1/2024,Timely,N/A
"$1,292",11368,9/1/2024,Timely,N/A
"$1,284",11368,9/1/2024,Timely,N/A
"$1,273",11368,9/1/2024,Timely,N/A
"$1,260",11368,9/1/2024,Timely,N/A
"$1,254",11368,9/1/2024,Timely,N/A
"$1,254",11368,9/1/2024,Timely,N/A
"$1,250",11368,9/1/2024,Timely,N/A
"$1,247",11368,9/1/2024,Timely,N/A
"$1,224",11368,9/1/2024,Timely,N/A
"$1,207",11368,9/1/2024,Timely,N/A
"$1,197",11368,9/1/2024,Timely,N/A
"$1,194",11368,9/1/2024,Timely,N/A
"$1,191",11368,9/1/2024,Timely,N/A
"$1,187",11368,9/1/2024,Timely,N/A
"$1,185",11368,9/1/2024,Timely,N/A
"$1,181",11368,9/1/2024,Timely,N/A
"$1,119",11368,9/1/2024,Timely,N/A
"$1,117",11368,9/1/2024,Timely,N/A
"$1,109",11368,9/1/2024,Timely,N/A
"$1,108",11368,9/1/2024,Timely,N/A
"$1,106",11368,9/1/2024,Timely,N/A
"$1,104",11368,9/1/2024,Timely,N/A
"$1,078",11368,9/1/2024,Timely,N/A
"$1,066",11368,9/1/2024,Timely,N/A
"$1,034",11368,9/1/2024,Timely,N/A
"$1,030",11368,9/1/2024,Timely,N/A
"$1,025",11368,9/1/2024,Timely,N/A
"$1,001",11368,9/1/2024,Timely,N/A
$991,11368,9/1/2024,Timely,N/A
$987,11368,9/1/2024,Timely,N/A
$975,11368,9/1/2024,Timely,N/A
$975,11368,9/1/2024,Timely,N/A
$971,11368,9/1/2024,Timely,N/A
$965,11368,9/1/2024,Timely,N/A
$964,11368,9/1/2024,Timely,N/A
$939,11368,9/1/2024,Timely,N/A
$935,11368,9/1/2024,Timely,N/A
$929,11368,9/1/2024,Timely,N/A
$922,11368,9/1/2024,Timely,N/A
$915,11368,9/1/2024,Timely,N/A
$902,11368,9/1/2024,Timely,N/A
$901,11368,9/1/2024,Timely,N/A
$885,11368,9/1/2024,Timely,N/A
$878,11368,9/1/2024,Timely,N/A
$853,11368,9/1/2024,Timely,N/A
$846,11368,9/1/2024,Timely,N/A
$827,11368,9/1/2024,Timely,N/A
$806,11368,9/1/2024,Timely,N/A
$755,11368,9/1/2024,Timely,N/A
$750,11368,9/1/2024,Timely,N/A
$750,11368,9/1/2024,Timely,N/A
$750,11368,9/1/2024,Timely,N/A
$748,11368,9/1/2024,Timely,N/A
$734,11368,9/1/2024,Timely,N/A
$728,11368,9/1/2024,Timely,N/A
$676,11368,9/1/2024,Timely,N/A
$630,11368,9/1/2024,Timely,N/A
$617,11368,9/1/2024,Timely,N/A
$585,11368,9/1/2024,Timely,N/A
$582,11368,9/1/2024,Timely,N/A
$537,11368,9/1/2024,Timely,N/A
$491,11368,9/1/2024,Timely,N/A
$465,11368,9/1/2024,Timely,N/A
$464,11368,9/1/2024,Timely,N/A
$460,11368,9/1/2024,Timely,N/A
$122,11368,9/1/2024,Timely,N/A
$50,11368,9/1/2024,Timely,N/A
"$2,574",11369,9/1/2024,Timely,N/A
"$2,473",11369,9/1/2024,Timely,N/A
"$2,423",11369,9/1/2024,Timely,N/A
"$2,419",11369,9/1/2024,Timely,N/A
"$2,394",11369,9/1/2024,Timely,N/A
"$2,269",11369,9/1/2024,Timely,N/A
"$2,250",11369,9/1/2024,Timely,N/A
"$2,242",11369,9/1/2024,Timely,N/A
"$2,186",11369,9/1/2024,Timely,N/A
"$2,180",11369,9/1/2024,Timely,N/A
"$2,114",11369,9/1/2024,Timely,N/A
"$2,110",11369,9/1/2024,Timely,N/A
"$2,060",11369,9/1/2024,Timely,N/A
"$1,943",11369,9/1/2024,Timely,N/A
"$1,818",11369,9/1/2024,Timely,N/A
"$1,818",11369,9/1/2024,Timely,N/A
"$1,730",11369,9/1/2024,Timely,N/A
"$1,539",11369,9/1/2024,Timely,N/A
"$1,449",11369,9/1/2024,Timely,N/A
"$1,349",11369,9/1/2024,Timely,N/A
"$1,336",11369,9/1/2024,Timely,N/A
"$1,180",11369,9/1/2024,Timely,N/A
"$1,150",11369,9/1/2024,Timely,N/A
"$1,050",11369,9/1/2024,Timely,N/A
$941,11369,9/1/2024,Timely,N/A
$730,11369,9/1/2024,Timely,N/A
$601,11369,9/1/2024,Timely,N/A
$597,11369,9/1/2024,Timely,N/A
$585,11369,9/1/2024,Timely,N/A
$554,11369,9/1/2024,Timely,N/A
"$2,839",11370,9/1/2024,Timely,N/A
"$2,549",11370,9/1/2024,Timely,N/A
"$2,549",11370,9/1/2024,Timely,N/A
"$2,543",11370,9/1/2024,Timely,N/A
"$2,433",11370,9/1/2024,Timely,N/A
"$2,413",11370,9/1/2024,Timely,N/A
"$1,911",11370,9/1/2024,Timely,N/A
"$1,885",11370,9/1/2024,Timely,N/A
"$1,831",11370,9/1/2024,Timely,N/A
"$1,698",11370,9/1/2024,Timely,N/A
"$1,161",11370,9/1/2024,Timely,N/A
"$1,040",11370,9/1/2024,Timely,N/A
$904,11370,9/1/2024,Timely,N/A
$750,11370,9/1/2024,Timely,N/A
"$2,799",11372,9/1/2024,Timely,N/A
"$2,475",11372,9/1/2024,Timely,N/A
"$2,369",11372,9/1/2024,Timely,N/A
"$2,351",11372,9/1/2024,Timely,N/A
"$2,216",11372,9/1/2024,Timely,N/A
"$2,112",11372,9/1/2024,Timely,N/A
"$2,112",11372,9/1/2024,Timely,N/A
"$2,088",11372,9/1/2024,Timely,N/A
"$2,025",11372,9/1/2024,Timely,N/A
"$2,021",11372,9/1/2024,Timely,N/A
"$2,003",11372,9/1/2024,Timely,N/A
"$1,992",11372,9/1/2024,Timely,N/A
"$1,978",11372,9/1/2024,Timely,N/A
"$1,956",11372,9/1/2024,Timely,N/A
"$1,919",11372,9/1/2024,Timely,N/A
"$1,908",11372,9/1/2024,Timely,N/A
"$1,900",11372,9/1/2024,Timely,N/A
"$1,747",11372,9/1/2024,Timely,N/A
"$1,747",11372,9/1/2024,Timely,N/A
"$1,735",11372,9/1/2024,Timely,N/A
"$1,735",11372,9/1/2024,Timely,N/A
"$1,717",11372,9/1/2024,Timely,N/A
"$1,684",11372,9/1/2024,Timely,N/A
"$1,667",11372,9/1/2024,Timely,N/A
"$1,657",11372,9/1/2024,Timely,N/A
"$1,657",11372,9/1/2024,Timely,N/A
"$1,647",11372,9/1/2024,Timely,N/A
"$1,633",11372,9/1/2024,Timely,N/A
"$1,627",11372,9/1/2024,Timely,N/A
"$1,623",11372,9/1/2024,Timely,N/A
"$1,551",11372,9/1/2024,Timely,N/A
"$1,550",11372,9/1/2024,Timely,N/A
"$1,535",11372,9/1/2024,Timely,N/A
"$1,525",11372,9/1/2024,Timely,N/A
"$1,472",11372,9/1/2024,Timely,N/A
"$1,450",11372,9/1/2024,Timely,N/A
"$1,435",11372,9/1/2024,Timely,N/A
"$1,432",11372,9/1/2024,Timely,N/A
"$1,425",11372,9/1/2024,Timely,N/A
"$1,342",11372,9/1/2024,Timely,N/A
"$1,334",11372,9/1/2024,Timely,N/A
"$1,230",11372,9/1/2024,Timely,N/A
"$1,149",11372,9/1/2024,Timely,N/A
"$1,142",11372,9/1/2024,Timely,N/A
"$1,069",11372,9/1/2024,Timely,N/A
"$1,059",11372,9/1/2024,Timely,N/A
"$1,031",11372,9/1/2024,Timely,N/A
$637,11372,9/1/2024,Timely,N/A
$436,11372,9/1/2024,Timely,N/A
"$2,518",11373,9/1/2024,Timely,N/A
"$2,220",11373,9/1/2024,Timely,N/A
"$2,172",11373,9/1/2024,Timely,N/A
"$2,128",11373,9/1/2024,Timely,N/A
"$2,120",11373,9/1/2024,Timely,N/A
"$2,085",11373,9/1/2024,Timely,N/A
"$2,031",11373,9/1/2024,Timely,N/A
"$1,963",11373,9/1/2024,Timely,N/A
"$1,874",11373,9/1/2024,Timely,N/A
"$1,805",11373,9/1/2024,Timely,N/A
"$1,768",11373,9/1/2024,Timely,N/A
"$1,633",11373,9/1/2024,Timely,N/A
"$1,604",11373,9/1/2024,Timely,N/A
"$1,504",11373,9/1/2024,Timely,N/A
"$1,487",11373,9/1/2024,Timely,N/A
"$1,474",11373,9/1/2024,Timely,N/A
"$1,469",11373,9/1/2024,Timely,N/A
"$1,449",11373,9/1/2024,Timely,N/A
"$1,438",11373,9/1/2024,Timely,N/A
"$1,405",11373,9/1/2024,Timely,N/A
"$1,323",11373,9/1/2024,Timely,N/A
"$1,254",11373,9/1/2024,Timely,N/A
"$1,236",11373,9/1/2024,Timely,N/A
"$1,206",11373,9/1/2024,Timely,N/A
"$1,130",11373,9/1/2024,Timely,N/A
"$1,112",11373,9/1/2024,Timely,N/A
"$1,070",11373,9/1/2024,Timely,N/A
"$1,038",11373,9/1/2024,Timely,N/A
"$1,022",11373,9/1/2024,Timely,N/A
$937,11373,9/1/2024,Timely,N/A
$894,11373,9/1/2024,Timely,N/A
$874,11373,9/1/2024,Timely,N/A
$870,11373,9/1/2024,Timely,N/A
$858,11373,9/1/2024,Timely,N/A
$839,11373,9/1/2024,Timely,N/A
$802,11373,9/1/2024,Timely,N/A
$752,11373,9/1/2024,Timely,N/A
$690,11373,9/1/2024,Timely,N/A
$680,11373,9/1/2024,Timely,N/A
$514,11373,9/1/2024,Timely,N/A
$494,11373,9/1/2024,Timely,N/A
$474,11373,9/1/2024,Timely,N/A
$350,11373,9/1/2024,Timely,N/A
"$2,933",11374,9/1/2024,Timely,N/A
"$2,800",11374,9/1/2024,Timely,N/A
"$2,558",11374,9/1/2024,Timely,N/A
"$2,532",11374,9/1/2024,Timely,N/A
"$2,499",11374,9/1/2024,Timely,N/A
"$2,469",11374,9/1/2024,Timely,N/A
"$2,413",11374,9/1/2024,Timely,N/A
"$2,405",11374,9/1/2024,Timely,N/A
"$2,361",11374,9/1/2024,Timely,N/A
"$2,297",11374,9/1/2024,Timely,N/A
"$2,276",11374,9/1/2024,Timely,N/A
"$2,246",11374,9/1/2024,Timely,N/A
"$2,221",11374,9/1/2024,Timely,N/A
"$2,220",11374,9/1/2024,Timely,N/A
"$2,219",11374,9/1/2024,Timely,N/A
"$2,200",11374,9/1/2024,Timely,N/A
"$2,162",11374,9/1/2024,Timely,N/A
"$2,155",11374,9/1/2024,Timely,N/A
"$2,133",11374,9/1/2024,Timely,N/A
"$2,080",11374,9/1/2024,Timely,N/A
"$2,035",11374,9/1/2024,Timely,N/A
"$2,035",11374,9/1/2024,Timely,N/A
"$2,009",11374,9/1/2024,Timely,N/A
"$1,935",11374,9/1/2024,Timely,N/A
"$1,874",11374,9/1/2024,Timely,N/A
"$1,849",11374,9/1/2024,Timely,N/A
"$1,835",11374,9/1/2024,Timely,N/A
"$1,835",11374,9/1/2024,Timely,N/A
"$1,832",11374,9/1/2024,Timely,N/A
"$1,825",11374,9/1/2024,Timely,N/A
"$1,812",11374,9/1/2024,Timely,N/A
"$1,810",11374,9/1/2024,Timely,N/A
"$1,800",11374,9/1/2024,Timely,N/A
